健翔园,海淀-二里庄-北四环中路209号,116.381122,39.996115,91267,↑5.99%,33,54,暂无数据,1.20元/平米/月,110000m²,869户,1999年,地上停车位,2.9,47%(高),北京经济发展投资公司,北京健翔物业管理有限公司,北京石油学院附小,
志新村小区,海淀-二里庄-北四环中路229号,116.373925,39.995662,90806,↓1.46%,109,245,暂无数据,0.50元/平米/月,115001m²,2980户,1991年,地面停车,无地下车位,2.5,48%(高),城建公司,北京市海淀区志新物业管理公司,北京石油学院附小,
富润家园,海淀-二里庄-学院路6号,116.361072,40.006008,78907,↓5.15%,138,112,暂无数据,1.80元/平米/月,115000m²,650户,2000年,充足,3.5,31%(一般),中房集团北京富润房地产开发有限公司,北京昊岳富润物业管理有限公司,
志新北里小区,海淀-二里庄-志新路16号,116.374535,39.998625,89658,↓0.92%,19,48,暂无数据,0.50元/平米/月,150000m²,2400户,1983年,251,3.5,30%(一般),北京城建集团有限责任公司,北京市海淀去志新物业管理公司,北京石油学院附小,
志新西路7号院,海淀-二里庄-北京市海淀区志新西路7号,116.371036,40.001081,92600,↑4.81%,2,0,暂无数据,5.00元/平米/月,1000m²,380户,1995年,130,3.1,33%(一般),北京城建集团有限责任公司,业主自筹物业,
志新西路1号院,海淀-二里庄-海淀区志新西路1号,116.370652,40.005703,84848,↓7.57%,1,2,暂无数据,1.20元/平米/月,暂无数据,暂无数据,2001年,暂无数据,2.16,36%(一般),北京城建集团,北京天宇嘉业物业管理有限公司,
北京科技大学家属楼,海淀-二里庄-学院路30号,116.371372,39.996776,94806,↓4.31%,20,50,暂无数据,0.75元/平米/月,暂无数据,暂无数据,2001年,暂无数据,0.9,60%(高),暂无数据,科大物业管理有限公司,
二里庄北里,海淀-二里庄-北京市海淀区志新西路17号,116.372593,40.005053,89722,↑5.89%,18,27,暂无数据,0.60元/平米/月,暂无数据,暂无数据,1992年,暂无数据,2.83,33%(一般),北京城建集团有限责任公司,志新物业,
二里庄小区,海淀-二里庄-志新西路10号,116.373597,40.000487,91762,↓1.27%,164,197,暂无数据,0.60元/平米/月,336000m²,4900户,1990年,免费,1,40%(高),北京城建集团有限责任公司,志新物业管理,北京石油学院附小,
石油大院,海淀-二里庄-海淀二里庄学院路18号,116.365888,40.000659,94765,↓1.98%,98,166,暂无数据,0.60元/平米/月,21009000m²,51264户,2001年,145625,1.3,30%(一般),北京城建集团有限责任公司,石勘院物业管理中心,北京石油学院附小,
太极小区,海淀-二里庄-海淀区北四环中路221号,116.376874,39.994439,86799,↑0.44%,21,24,暂无数据,0.80元/平米/月,12000m²,暂无数据,1997年,无,3.1,30%(一般),北京城建房地产开发有限公司,北京太极华北物业管理有限公司,
