远见名苑(一期),西城-广安门外-红居街10号,116.344724,39.891758,97770,↓0.38%,608,884,暂无数据,2.38元/平米/月,400000m²,600户,2004年,地下停车位,2.5,35%(一般),北京金源鸿大房地产开发有限公司,北京明华嘉业物业管理公司,实验二小广外分校,
清芷园,西城-陶然亭-育新街47号,116.37798,39.878283,104212,↓2.07%,442,170,暂无数据,暂无数据,80000m²,994户,2003年,2401,2.5,50%(高),北京金马四方房地产开发有限公司,三原物业管理有限公司,宣师一小,
国英园小区,西城-官园-西直门南小街,116.364153,39.940042,124929,↑2.43%,122,81,暂无数据,1.25元/平米/月,110000m²,540户,1997年,充足,2,35%(一般),北京天恒房地产股份有限公司,北京新惠物业管理中心,
第三区,西城-马连道-马连道胡同,116.334567,39.884693,60131,↓0.62%,91,101,暂无数据,3.80元/平米/月,239556m²,1320户,2009年,858,3,41%(高),北京轻工房地产开发有限公司,北京铭洋嘉宝物业管理有限公司,
三里河二区住宅小区B区,西城-月坛-三里河南巷,116.349117,39.916852,109751,↓2.16%,312,84,暂无数据,1.70元/平米/月,110000m²,6542户,2000年,4000,3.8,25%(一般),北京市房地局,北京天鸿宝地物业公司,三里河三小,
京铁和园,西城-广安门外-广安门车站西街,116.34958,39.883792,62019,↑0.34%,114,338,暂无数据,暂无数据,暂无数据,暂无数据,2013年,暂无数据,暂无数据,暂无数据,北京京铁房地产开发公司,北京鸿鹄物业管理有限公司,实验二小广外分校,
玺源台,西城-天宁寺-莲花河北街11号,116.336652,39.900122,112551,↓0.77%,364,207,暂无数据,4.79元/平米/月,127000m²,1110户,2013年,719,4,28%(一般),北京泰乐房地产开发有限公司,北京均豪物业管理股份有限公司,
中海凯旋,西城-金融街-太平桥98号,116.370311,39.918873,185774,↑1.57%,220,128,暂无数据,4.60元/平米/月,65000m²,360户,2000年,400,2.42,31%(一般),中海豪庭房地产开发有限公司,中海物业管理有限公司,西单小学,
北广家园,西城-德胜门-黄寺大街26号,116.389528,39.967699,117756,↑1.48%,170,24,普通住宅,1.16元/平米/月,暂无数据,暂无数据,2003年,暂无数据,3,35%(一般),北京颐西房地产开发有限公司,北京百泽霖物业管理有限公司,五路通小学,
西城晶华,西城-金融街-太平桥大街8号,116.372342,39.92713,183214,↑1.22%,374,298,暂无数据,5.30元/平米/月,98000m²,834户,2008年,425,3,35%(一般),新加坡国浩房地产集团,北京市戴德梁行物业管理有限公司,
朗琴园,西城-广安门外-手帕口南街,116.347976,39.89318,104826,↑1.51%,685,554,暂无数据,2.20元/平米/月,400000m²,2394户,2002年,600,3.8,40%(高),北京润博房地产开发有限公司,北京嘉浩物业管理有限公司,实验二小广外分校,
荣丰2008,西城-天宁寺-广安门外大街305号,116.343052,39.899832,136461,↓0.65%,927,919,公寓,3.30元/平米/月,345600m²,12386户,2003年,300,3.2,36%(一般),北京荣丰房地产开发有限公司,北京长城物业管理有限公司,
西派国际公寓,西城-官园-西直门南小街137号,116.364948,39.935533,99785,↓6.34%,62,140,暂无数据,4.95元/平米/月,138600m²,450户,2009年,690,2.2,30%(一般),中铁置业集团有限公司,北京金网络物业管理有限公司,
三里河一区西区,西城-月坛-月坛北街,116.34784,39.923104,113715,↓0.94%,230,61,暂无数据,2.80元/平米/月,323000m²,980户,1989年,600,2.13,29%(一般),北京住总房地产集团有限公司,安恒泰物业管理公司,中古友谊小学,
物资部大院,西城-月坛-月坛北街25号,116.343508,39.926056,114575,↑0.56%,227,31,暂无数据,暂无数据,10000m²,1000户,1980年,500,1,25%(一般),物资部,业主自管,中古友谊小学,
宏汇园小区,西城-金融街-辟才胡同,116.376166,39.921597,181802,↑1.65%,163,48,暂无数据,1.50元/平米/月,90000m²,930户,1999年,充足,2,30%(一般),北京兆泰房地产开发有限责任公司,北京万怡光华物业管理有限公司,宏庙小学,
三里河三区,西城-月坛-复兴门外大街,116.347814,39.916194,108656,↓1.44%,191,172,暂无数据,0.50元/平米/月,90992m²,350户,1985年,地上车位,暂无数据,28%(一般),北京宏济创业房地产开发有限公司,科住物业,三里河三小,
陶然北岸韵竹园,西城-陶然亭-虎坊路19号,116.389788,39.890475,126072,↓5.61%,185,185,暂无数据,2.30元/平米/月,170001m²,1342户,2004年,1：1,3.61,35%(一般),北京鲁能陶然房地产开发有限公司,北京鲁能物业管理有限责任公司,
丰侨公寓,西城-金融街-太平桥大街107号,116.372886,39.923135,183178,↓0.99%,309,294,暂无数据,暂无数据,109800m²,846户,2006年,1.5：1,2.3,25%(一般),暂无数据,暂无数据,
冠英园小区,西城-西直门内-赵登禹路,116.372465,39.944434,118894,↑1.78%,113,85,暂无数据,暂无数据,200000m²,1800户,1999年,150元/月,1.7,15%(低),华润置地（北京）股份有限公司,福城物业管理公司和国天物业管理公司,
新街口西里一区,西城-新街口-东教场胡同,116.376838,39.950753,109940,↑1.63%,115,129,暂无数据,0.60元/平米/月,87000m²,688户,1985年,150/车位/月,1.3,30%(一般),北京城市建设开发集团总公司,北京市福成物业管理有限责任公司,实验二小玉桃园分校,
牛街东里小区,西城-陶然亭-牛街,116.373069,39.891863,86889,↑1.69%,138,27,暂无数据,1.00元/平米/月,150000m²,2286户,1999年,地上车位,1.8,23%(一般),宣武区房屋经营开发公司,嘉诚物业,
